npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-1662612734,MURPHY,RICHARD,INDIANAPOLIS,IN,Geriatric Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,32,111,137.3,3958,694.43,"",#,94,"",109.3,3144,598.62,= 48.0
-1440536373,MADDELA,VINCENT,BAKERSFIELD,CA,Family Practice,S,VALSARTAN-HYDROCHLOROTHIAZIDE,VALSARTAN/HYDROCHLOROTHIAZIDE,"",56,66.0,1980,1165.87,"",#,"",#,"","","",= 38.0
-2036446224,ELDREDGE,DANIEL,SARATOGA SPRINGS,NY,Family Practice,S,FINASTERIDE,FINASTERIDE,"",26,68.0,2040,542.9,"",*,26,"",68.0,2040,542.9,= 54.0
-2127548491,TOMPKINS,GEORGE,VAN BUREN,AR,Family Practice,S,LISINOPRIL,LISINOPRIL,39,267,341.0,10230,835.01,18,"",108,"",142.0,4260,353.43,= 47.0
-1581062610,OSOBA,OLUMIDE,BROOKLYN,NY,Internal Medicine,S,HALOPERIDOL,HALOPERIDOL,"",42,42.0,1150,1381.16,"",*,42,"",42.0,1150,1381.16,= 40.0
-1592234370,NEDELESCU,BOGDAN,WORCESTER,MA,Internal Medicine,S,CHLORTHALIDONE,CHLORTHALIDONE,"",16,16.0,403,316.15,"",*,16,"",16.0,403,316.15,= 33.0
-1713290927,KIESEL,ERIN,HUGHSON,CA,Family Practice,S,DICLOFENAC SODIUM,DICLOFENAC SODIUM,"",30,36.0,1070,1351.36,"",*,17,"",17.0,500,1099.45,= 54.0
-2097241210,HRUBY,BRADLEY,SIOUX FALLS,SD,Family Practice,S,OXCARBAZEPINE,OXCARBAZEPINE,"",26,26.2,786,999.4,"",*,13,"",13.0,390,810.13,= 51.0
-1996238069,PADILLA-BRUNO,MARIA,BAYAMON,PR,Dermatology,S,NYSTATIN,NYSTATIN,21,24,24.0,348,464.38,"",#,"",#,"","","",= 53.0
2137278925,RYAN,MICHAEL,MOORESVILLE,NC,Gastroenterology,S,METOCLOPRAMIDE HCL,METOCLOPRAMIDE HCL,"",27,27.3,733,145.17,"",#,"",#,"","","",= 30.0
-1672846440,SUTHERLAND,CHRISTINE,SACRAMENTO,CA,Physician Assistant,S,IBUPROFEN,IBUPROFEN,"",21,23.0,690,188.09,"",*,"",*,"","","",= 43.0
-1864944680,VAGANOS,STEVE,NORRISTOWN,PA,Interventional Cardiology,S,RAMIPRIL,RAMIPRIL,15,58,130.0,3900,1295.43,"",#,"",#,"","","",= 39.0
-1501186561,BEHN,PHILIP,BLOOMINGTON,IN,Endocrinology,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,89,311,496.3,14860,4883.18,65,"",222,"",354.3,10608,3149.14,= 46.0
-1884072008,RAMSEY,JOE,DAYTON,OH,Nurse Practitioner,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",23,23.0,636,415.07,"",*,"",*,"","","",= 45.0
-1945521505,BINGHAM,MONTIANNA,MURFREESBORO,TN,Internal Medicine,S,ELIQUIS,APIXABAN,"",14,14.0,361,4392.16,"",*,14,"",14.0,361,4392.16,= 30.0
-1612356673,BURBRIDGE,JENNIFER,HOUSTON,TX,Nurse Practitioner,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,14,35,69.0,2070,754.91,14,"",35,"",69.0,2070,754.91,= 49.0
-1773918940,ASADI,CYRUS,COCKEYSVILLE,MD,Internal Medicine,S,BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE,"",26,26.0,732,458.15,"",*,26,"",26.0,732,458.15,= 44.0
-2066577889,SIMONE,CHRISTINA,LUDINGTON,MI,Nurse Practitioner,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,"",21,29.0,870,140.3,"",*,21,"",29.0,870,140.3,= 36.0
-2097259277,FRYAR,MEL,ROCKY MOUNT,NC,Obstetrics & Gynecology,S,NECON,NORETHINDRONE-MESTRANOL,"",11,11.0,308,286.55,0,"",0,"",0.0,0,0.0,= 49.0
2016940296,WARMINGTON,ALLISON,RENTON,WA,Physician Assistant,S,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,19,22,22.0,89,422.98,"",#,"",#,"","","",= 45.0
-1379060040,PAZ,JOSEPH,WILKES BARRE,PA,Interventional Pain Management,S,CARISOPRODOL,CARISOPRODOL,"",49,51.0,1530,362.31,"",*,"",*,"","","",= 36.0
-1400200911,SCOGGIN,DAVID,LANCASTER,OH,Family Practice,S,BENAZEPRIL HCL,BENAZEPRIL HCL,"",22,54.0,1582,224.13,"",#,"",#,"","","",= 52.0
-1470869280,WATKINS,KENNETH,HARTFORD,CT,Physician Assistant,S,JANUMET,SITAGLIPTIN PHOS/METFORMIN HCL,"",13,13.0,364,4498.65,0,"",0,"",0.0,0,0.0,= 40.0
-1763669559,BAKER,STACY,MATTHEWS,NC,Family Practice,S,PIOGLITAZONE HCL,PIOGLITAZONE HCL,"",13,25.0,725,138.38,"",*,13,"",25.0,725,138.38,= 31.0
-1652753804,TUNSTALL-ROBINSON,LATANYA,SAINT LOUIS,MO,Internal Medicine,S,FENTANYL,FENTANYL,"",12,12.0,360,867.77,"",#,"",#,"","","",= 40.0
-1703174255,LEE,LAURE,OAKLAND,CA,Internal Medicine,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",24,68.5,2055,358.29,"",*,24,"",68.5,2055,358.29,= 41.0
-1996927909,DE LA TORRE,ALFRED,HEMET,CA,Family Practice,S,CLOPIDOGREL,CLOPIDOGREL BISULFATE,39,181,282.0,8448,2732.1,"",#,136,"",223.0,6690,2476.36,= 30.0
-1561788264,MARKET,PAULA,TERRE HAUTE,IN,Family Practice,S,DONEPEZIL HCL,DONEPEZIL HCL,"",19,27.0,810,1000.14,"",#,"",#,"","","",= 52.0
-2107336544,WILK,DAVID,HAZEL CREST,IL,Internal Medicine,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,30,109,259.0,7770,994.19,"",#,"",#,"","","",= 40.0
-1490069588,OKONKWO,SYLVESTER,OXON HILL,MD,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,19,154,182.5,5202,2269.84,"",#,86,"",104.0,2970,1149.47,= 37.0
-1490162582,DORNACKER,JON,GARRISON,ND,Family Practice,S,OXYCODONE HCL,OXYCODONE HCL,"",13,13.0,297,208.77,"",*,13,"",13.0,297,208.77,= 50.0
-1965934645,HAFEZ,HISHAM,NASHUA,NH,Psychiatry,S,BUPROPION XL,BUPROPION HCL,13,55,75.2,2249,2302.19,"",*,24,"",32.2,959,806.72,= 41.0
-1975020230,LOUCKS,RONALD,FESTUS,MO,Podiatry,S,TERBINAFINE HCL,TERBINAFINE HCL,29,62,64.0,1651,504.07,"",#,40,"",41.0,992,336.39,= 50.0
-2046271503,SCOTT,ROBIN,ALBERTVILLE,AL,Nurse Practitioner,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,16,17,17.0,155,215.01,"",#,"",#,"","","",= 38.0
-1905198582,COOKE,GERALD,CHICAGO,IL,Internal Medicine,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,11,68,78.0,1912,656.73,"",#,"",#,"","","",= 32.0
-1430552462,ADESOJI,GAFAR,SOUTHAVEN,MS,Internal Medicine,S,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,11,13,13.0,120,58.0,"",*,"",*,"","","",= 48.0
-1359851191,HOFMEISTER,STEPHEN,NEW YORK,NY,Internal Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,"",11,13.0,390,93.1,"",*,"",*,"","","",= 44.0
-1873995589,JOBSKI,RICK,ARLINGTON HEIGHTS,IL,Cardiovascular Disease (Cardiology),S,RAMIPRIL,RAMIPRIL,15,54,150.0,4500,1144.12,15,"",54,"",150.0,4500,1144.12,= 47.0
2016110059,ATLURI,SAI,TULSA,OK,Internal Medicine,S,FUROSEMIDE,FUROSEMIDE,15,25,25.0,670,74.18,"",#,"",#,"","","",= 50.0
-1561816322,PATEL,SUNIL,TRACY,CA,Internal Medicine,S,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,13,47,63.0,1828,3796.25,"",#,"",#,"","","",= 42.0
-1541425609,GOMEZ-SIMMONDS,ANGELA,NEW YORK,NY,Internal Medicine,S,FAMOTIDINE,FAMOTIDINE,"",13,13.0,364,65.0,0,"",0,"",0.0,0,0.0,= 38.0
-1339661876,HILDEBRAND,STEVEN,BANNING,CA,Cardiac Surgery,S,RANEXA,RANOLAZINE,"",48,57.0,1710,20281.83,"",*,48,"",57.0,1710,20281.83,= 36.0
-1844707817,COHEN,JEFFREY,EAST PALESTINE,OH,Family Practice,S,LIDOCAINE HCL,LIDOCAINE HCL,22,31,31.0,101,166.82,22,"",31,"",31.0,101,166.82,= 54.0
-1309333612,SOLOWAY,MARK,AVENTURA,FL,Urology,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,"",19,49.0,1470,780.19,"",*,19,"",49.0,1470,780.19,= 55.0
-2046740558,ADEDIJI,OLUYINKA,MONTGOMERY,AL,Emergency Medicine,S,LOSARTAN-HYDROCHLOROTHIAZIDE,LOSARTAN/HYDROCHLOROTHIAZIDE,17,59,139.2,4176,932.83,"",*,24,"",60.0,1800,447.2,= 44.0
-1682125396,CERVENKA,ANDREA,SAN JOSE,CA,Internal Medicine,S,LORAZEPAM,LORAZEPAM,"",27,33.0,902,103.2,"",*,"",*,"","","",= 39.0
-1561801087,UDOEYOP,UDOEYOP,JOHNSON CITY,TN,Internal Medicine,S,XARELTO,RIVAROXABAN,"",11,11.0,214,2908.5,"",*,11,"",11.0,214,2908.5,= 33.0
-1864512816,SOHN,KWON,SAIPAN,MP,Nurse Practitioner,S,LEVETIRACETAM,LEVETIRACETAM,"",11,11.0,330,87.73,"",*,11,"",11.0,330,87.73,= 42.0
-1935662715,CESPEDES,EDGARDO,MIAMI,FL,Cardiovascular Disease (Cardiology),S,TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,"",11,25.0,750,145.36,"",*,"",*,"","","",= 42.0
-2107317578,GEYLER,INNA,BROOKLYN,NY,Family Practice,S,GLIPIZIDE-METFORMIN,GLIPIZIDE/METFORMIN HCL,"",12,12.0,360,785.84,"",*,"",*,"","","",= 53.0
-2006329476,MITAL,CHETNA,HAMILTON,OH,Internal Medicine,S,AMIODARONE HCL,AMIODARONE HCL,15,56,86.0,2221,1867.29,"",#,"",#,"","","",= 52.0
2117998096,GAINES,WENDY,WALTHAM,MA,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,"",34,58.0,1717,382.72,"",*,19,"",39.0,1170,313.58,= 48.0
2026039602,BERTHELOT,LIBEAU,FOLSOM,LA,Family Practice,S,NITROSTAT,NITROGLYCERIN,15,21,23.0,500,696.78,15,"",21,"",23.0,500,696.78,= 43.0
-1511220998,LAMBA,CHARANJIT,KENT,WA,General Practice,S,LANTUS,"INSULIN GLARGINE,HUM.REC.ANLOG","",26,36.7,970,14779.54,"",#,"",#,"","","",= 51.0
-1480060062,SINGH,SATYENDRA,LAKEWOOD,NJ,Internal Medicine,S,BENAZEPRIL HCL,BENAZEPRIL HCL,11,28,82.0,2460,421.31,11,"",28,"",82.0,2460,421.31,= 48.0
-2076597711,TO,DONG,LOS ANGELES,CA,Internal Medicine,S,LEVEMIR FLEXTOUCH,INSULIN DETEMIR,"",13,19.0,561,3704.5,"",*,"",*,"","","",= 50.0
-1652714772,WEISS,DERIC,WENATCHEE,WA,Internal Medicine,S,MIRTAZAPINE,MIRTAZAPINE,"",18,18.3,550,187.51,"",*,18,"",18.3,550,187.51,= 37.0
-2026557189,PARISI,GERLANDO,WEST LONG BRANCH,NJ,Internal Medicine,S,JENTADUETO,LINAGLIPTIN/METFORMIN HCL,"",15,23.0,690,6343.46,"",*,"",*,"","","",= 37.0
-1652819004,CHUNG,TED,DESTIN,FL,Urology,S,ANDROGEL,TESTOSTERONE,"",11,11.0,330,5534.56,"",*,11,"",11.0,330,5534.56,= 39.0
-1996036503,MEADOWS,ALLISON,SAINT JOSEPH,MI,Family Practice,S,CEPHALEXIN,CEPHALEXIN,15,25,25.0,363,174.23,"",#,"",#,"","","",= 45.0
-1814418495,MANGIALARDI,ROBERT,NASHVILLE,TN,Pulmonary Disease,S,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,16,18,18.0,129,249.39,"",#,"",#,"","","",= 39.0
-1410128062,URHAMMER,ANGELA,LOUISVILLE,KY,Nurse Practitioner,S,CLONAZEPAM,CLONAZEPAM,28,128,131.0,3223,1714.55,"",#,"",#,"","","",= 35.0
-1915209034,BACH,SON,MASON,OH,Family Practice,S,DEXILANT,DEXLANSOPRAZOLE,"",28,36.0,1080,8527.21,"",#,"",#,"","","",= 38.0
-1419979972,VELIJA,SEIDA,BROOKLYN,NY,Nurse Practitioner,S,PROAIR HFA,ALBUTEROL SULFATE,"",13,13.0,310,710.6,"",*,"",*,"","","",= 50.0
-1460796220,BUI,DUC,GLENDALE,CA,Internal Medicine,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,18,64,98.0,2940,272.6,"",#,53,"",87.0,2610,249.15,= 46.0
-1844717253,CAVENDER,JAMES,BIRMINGHAM,AL,Cardiovascular Disease (Cardiology),S,HYDRALAZINE HCL,HYDRALAZINE HCL,18,78,130.0,3525,1277.03,"",#,"",#,"","","",= 41.0
-1854691207,MCCANN,PATRICK,ST LOUIS,MO,Internal Medicine,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,49,453,453.0,10802,3290.58,"",#,"",#,"","","",= 47.0
-2107305193,CRUZAN,JEFFREY,OKLAHOMA CITY,OK,Family Practice,S,LORAZEPAM,LORAZEPAM,"",17,17.5,480,96.21,"",#,"",#,"","","",= 40.0
-1349717972,KHAN,OBAYEDUR,NAPLES,FL,Internal Medicine,T,DULOXETINE HCL,DULOXETINE HCL,"",57,71.0,2094,1372.6,"",#,"",#,"","","",= 51.0
-1309167514,GILMORE,SHARON,REYNOLDSVILLE,PA,Nurse Practitioner,S,SPIRIVA,TIOTROPIUM BROMIDE,11,57,69.0,2070,23176.41,"",#,"",#,"","","",= 31.0
-1501174798,ELLIS,MICHELLE,LINCOLN,NE,Family Practice,S,ROPINIROLE HCL,ROPINIROLE HCL,"",13,21.0,630,258.49,"",*,"",*,"","","",= 36.0
-2036256715,HASAN,BADAR,KANSAS CITY,MO,Internal Medicine,S,BD ULTRA-FINE PEN NEEDLE,"PEN NEEDLE, DIABETIC","",11,14.8,410,517.14,"",*,"",*,"","","",= 34.0
-1400947677,BRANCHEAU,SHAUN,POST FALLS,ID,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,18,58,139.0,4170,397.55,"",#,"",#,"","","",= 34.0
-1591131701,PENDERGRASS,CRAIG,NEOSHO,MO,Family Practice,S,FUROSEMIDE,FUROSEMIDE,112,417,614.1,17933,1488.87,99,"",366,"",543.6,15818,1428.86,= 44.0
-2056752881,FAIRLEY,KIMBERLY,MONTEZUMA CREEK,UT,Family Practice,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,"",37,37.0,1110,14248.6,"",*,25,"",25.0,750,9130.43,= 51.0
2056354293,RUEDA-ROJAS,JAIME,MCALLEN,TX,Family Practice,S,HYDROCORTISONE,HYDROCORTISONE,12,13,13.0,130,176.32,12,"",13,"",13.0,130,176.32,= 41.0
-1642629809,LOVE,JOHN,PITTSBURGH,PA,Family Practice,S,XARELTO,RIVAROXABAN,"",17,27.0,810,9149.94,"",*,17,"",27.0,810,9149.94,= 48.0
-1915353600,EARLY,MICHAEL,FORT VALLEY,GA,Family Practice,S,LYRICA,PREGABALIN,"",21,25.0,750,9195.89,"",#,"",#,"","","",= 39.0
2066439546,ELMER,MONTGOMERY,KIMBERLY,WI,Family Practice,S,RESTASIS,CYCLOSPORINE,"",35,35.0,669,7976.54,"",*,35,"",35.0,669,7976.54,= 36.0
-1388969532,YUEN,ALBERT,EVERETT,WA,Family Practice,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,17,79,149.0,4470,1791.71,"",#,"",#,"","","",= 31.0
-1733622936,ZAVERI,KIRAN,METAIRIE,LA,Internal Medicine,S,GEMFIBROZIL,GEMFIBROZIL,"",25,53.1,1592,344.4,"",*,25,"",53.1,1592,344.4,= 47.0
-1379916932,HYSON,CHRISTOPHER,LAKE PLACID,NY,Family Practice,S,LISINOPRIL,LISINOPRIL,"",16,40.0,1200,79.57,"",*,16,"",40.0,1200,79.57,= 39.0
-1834507623,PEREZ,LEONARDO,SANTA ANA,CA,Physician Assistant,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,"",11,11.0,330,55.52,0,"",0,"",0.0,0,0.0,= 46.0
2006813240,SLAWEK,DAVID,HENDERSONVILLE,NC,Internal Medicine,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,43,164,367.7,11012,1537.51,43,"",164,"",367.7,11012,1537.51,= 37.0
2036292587,RAYBURN,BRUCE,PINEVILLE,LA,General Surgery,S,ALLOPURINOL,ALLOPURINOL,"",12,12.0,360,83.88,"",*,12,"",12.0,360,83.88,= 47.0
-1632660278,SHETTY-DAS,RENUKA,FRESH MEADOWS,NY,Internal Medicine,S,COUMADIN,WARFARIN SODIUM,"",14,15.8,472,799.98,"",*,14,"",15.8,472,799.98,= 47.0
-1783879857,RILEY,JENNY,OAKLAND,CA,Family Practice,S,HYDROCORTISONE,HYDROCORTISONE,11,21,21.0,463,261.16,"",#,"",#,"","","",= 33.0
-1460715724,KHAN,HASIBUL,INVERNESS,FL,Family Practice,S,MEGESTROL ACETATE,MEGESTROL ACETATE,"",22,24.0,450,2423.86,"",*,22,"",24.0,450,2423.86,= 31.0
-1824526691,SURUCCI,NARCISA,CHICAGO,IL,Internal Medicine,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"",19,27.0,809,323.12,"",*,19,"",27.0,809,323.12,= 45.0
-1479988988,LE,HUNG,TEXAS CITY,TX,Internal Medicine,S,TIZANIDINE HCL,TIZANIDINE HCL,16,39,55.0,1435,639.18,"",#,24,"",30.0,760,275.83,= 47.0
-1369856404,JORDAN,WILLIAM,SCRANTON,PA,Ophthalmology,S,BACITRACIN,BACITRACIN,12,17,17.0,176,1218.61,"",#,"",#,"","","",= 42.0
-1763681770,LOIS,MARIA,REDLANDS,CA,General Practice,S,NEXIUM,ESOMEPRAZOLE MAGNESIUM,"",24,24.5,732,6738.61,"",*,12,"",12.2,366,3369.29,= 48.0
-2117387527,CRAWFORD,KIM,NORTH SCITUATE,RI,Family Practice,S,GLIPIZIDE,GLIPIZIDE,"",13,27.0,810,188.14,"",*,13,"",27.0,810,188.14,= 49.0
-1551704751,CHANDLER,JOHN,NEW HAVEN,CT,Cardiovascular Disease (Cardiology),S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,117,393,1096.8,32890,14457.84,"",#,379,"",1054.8,31630,13805.9,= 54.0
2086694890,LEPLEY,SHAWN,HARRISONBURG,VA,Family Practice,S,SERTRALINE HCL,SERTRALINE HCL,11,43,83.0,2490,341.72,"",#,"",#,"","","",= 43.0
-2076865880,BAER,RUTH,EAST LANSING,MI,Psychiatry,S,PROPRANOLOL HCL,PROPRANOLOL HCL,"",70,70.0,996,909.87,0,"",0,"",0.0,0,0.0,= 45.0
-1339615997,BAER,JACQUELINE,JOHNS ISLAND,SC,Nurse Practitioner,S,SIMVASTATIN,SIMVASTATIN,12,86,92.0,2749,353.56,"",*,37,"",43.0,1279,160.61,= 34.0
2137140297,COJOCARU,ODHETT,YAKIMA,WA,Internal Medicine,S,FINASTERIDE,FINASTERIDE,"",13,23.0,690,255.89,"",*,13,"",23.0,690,255.89,= 47.0
-1430556044,"MILLER, JR.",JOSEPH,WALLACE,ID,Family Practice,S,PROPRANOLOL HCL,PROPRANOLOL HCL,"",14,14.0,420,361.63,"",#,"",#,"","","",= 38.0
-1369902339,GARCIA,LUIS,CROSSETT,AR,Family Practice,S,VIIBRYD,VILAZODONE HCL,"",13,13.0,390,2772.06,"",*,13,"",13.0,390,2772.06,= 39.0
-1571891941,HAFFORD,ROBERT,ESSEXVILLE,MI,Family Practice,S,DIGOXIN,DIGOXIN,"",26,52.0,1529,1292.85,"",*,26,"",52.0,1529,1292.85,= 52.0
-2127183058,DEELEY,DAVID,NEWPORT NEWS,VA,Family Practice,S,BD ULTRA-FINE PEN NEEDLE,"PEN NEEDLE, DIABETIC","",16,25.7,740,775.36,"",#,"",#,"","","",= 40.0
-1874598647,SLAPPEY,SUSAN,SANDY SPRINGS,GA,Nurse Practitioner,S,GABAPENTIN,GABAPENTIN,29,151,193.0,5773,4242.86,17,"",89,"",123.0,3673,2064.77,= 47.0
-1591041959,SERRANO,NOEL,SANTA ROSA,CA,Internal Medicine,S,ARIPIPRAZOLE,ARIPIPRAZOLE,"",22,22.0,660,5998.53,"",*,"",*,"","","",= 47.0
-1430544519,THORNHILL,MEREDITH,AMARILLO,TX,Nurse Practitioner,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",18,26.0,780,415.8,"",*,18,"",26.0,780,415.8,= 32.0
-2016258483,ESCABI MENDEZ,FERNANDO,KINSTON,NC,Family Practice,S,SEROQUEL XR,QUETIAPINE FUMARATE,"",12,12.0,266,1930.11,"",*,12,"",12.0,266,1930.11,= 32.0
-1581006814,CULBERT,WILLIAM,CLINTON,TN,Family Practice,S,BD ULTRA-FINE PEN NEEDLE,"PEN NEEDLE, DIABETIC","",19,46.0,1381,1199.73,"",#,"",#,"","","",= 34.0
-1642460676,CASTELLANOS NOUEL,MARIELY,HICKORY,NC,Internal Medicine,S,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,12,12,12.0,140,469.55,"",*,"",*,"","","",= 54.0
-1681981622,PAJARILLO,RAMON,HORICON,WI,Family Practice,S,WARFARIN SODIUM,WARFARIN SODIUM,14,134,177.8,4142,1285.68,"",*,105,"",134.0,2885,871.49,= 36.0
-1844726569,KIM,DANIEL,MUNSTER,IN,Psychiatry,S,ARIPIPRAZOLE,ARIPIPRAZOLE,18,132,148.0,4440,55480.15,"",*,"",*,"","","",= 50.0
-1996205222,ROSALES,JOSE,ORANGE CITY,FL,Family Practice,S,XARELTO,RIVAROXABAN,"",19,29.0,870,9932.14,"",*,19,"",29.0,870,9932.14,= 38.0
2147316293,PEREIRA,JUDY,VACAVILLE,CA,Pharmacist,T,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,"",13,43.3,1300,111.74,"",*,13,"",43.3,1300,111.74,= 48.0
-1945681703,KRAMER,ROBERT,KINGSPORT,TN,Cardiovascular Disease (Cardiology),S,MULTAQ,DRONEDARONE HCL,"",14,17.8,535,9836.77,"",*,14,"",17.8,535,9836.77,= 36.0
-1713371355,GUSS,DAVID,WASHINGTON,MO,Family Practice,S,DILTIAZEM HCL,DILTIAZEM HCL,"",26,30.0,900,285.45,"",*,26,"",30.0,900,285.45,= 40.0
2147295586,HARRIS,CHARLES,CHESAPEAKE,VA,Family Practice,S,WARFARIN SODIUM,WARFARIN SODIUM,14,64,107.9,3231,840.49,"",#,45,"",87.0,2608,683.78,= 31.0
-1834577955,GUERRA,CYNTHIA,SELMA,CA,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,"",15,15.2,455,222.7,"",*,"",*,"","","",= 50.0
-1531519403,JOHNSON,CHARLES,COLORADO SPRINGS,CO,Family Practice,S,CARBAMAZEPINE ER,CARBAMAZEPINE,"",17,17.1,513,2639.36,"",#,"",#,"","","",= 37.0
-1783901901,CARTER,RICHARD,JEFFERSON CITY,TN,Internal Medicine,S,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,"",53,75.5,1344,883.03,"",#,"",#,"","","",= 42.0
-1420410880,BERGER,JAY,OKEECHOBEE,FL,Internal Medicine,S,TORSEMIDE,TORSEMIDE,"",58,66.0,1980,661.02,"",*,58,"",66.0,1980,661.02,= 30.0
-1693181542,BECKLER,CARL,WEST PAWLET,VT,Family Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,44,148,379.0,11370,942.09,"",#,"",#,"","","",= 48.0
-1783120058,HALL,RALPH,FORT SCOTT,KS,General Surgery,S,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,"",12,12.0,109,368.15,"",*,"",*,"","","",= 40.0
-1349682702,NAYUDU,SASI,ALBANY,GA,Psychiatry,S,LATUDA,LURASIDONE HCL,"",65,65.0,1925,76345.31,0,"",0,"",0.0,0,0.0,= 30.0
-1693913747,HERNANDEZ GARCIA,JUAN CARLOS ISRAEL,EL PASO,TX,Family Practice,S,LEVEMIR FLEXTOUCH,INSULIN DETEMIR,13,34,68.1,2043,28926.13,"",#,"",#,"","","",= 39.0
2147318677,KAPLE,SCOTT,NORWALK,OH,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,27,118,228.0,6822,904.89,"",#,"",#,"","","",= 34.0
-1400244159,REEL,ROSS,BRAINTREE,MA,Internal Medicine,S,ESTRADIOL,ESTRADIOL,"",11,15.0,450,54.24,"",*,11,"",15.0,450,54.24,= 52.0
-1309169973,UASKHEM,ANKHNU,BROOKLYN,NY,Family Practice,S,INCRUSE ELLIPTA,UMECLIDINIUM BROMIDE,"",30,30.0,900,8228.23,"",*,17,"",17.0,510,4596.75,= 34.0
-2036663002,BEIRNE,TIMOTHY,VINTON,VA,Family Practice,S,METOPROLOL-HYDROCHLOROTHIAZIDE,METOPROLOL/HYDROCHLOROTHIAZIDE,"",17,25.0,750,513.03,"",*,"",*,"","","",= 48.0
-1834383411,LATONA,LORI,MILLSBORO,DE,Nurse Practitioner,S,ATENOLOL,ATENOLOL,"",18,46.0,1380,198.53,"",#,"",#,"","","",= 35.0
-1763578570,CASHMAN,JEFFREY,ANDERSON,SC,Family Practice,S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,26,64,181.0,5430,458.17,"",#,46,"",130.0,3900,321.57,= 44.0
-1602077782,BRENNAN,MICHAEL,ROSEVILLE,MI,Endocrinology,S,VICTOZA 3-PAK,LIRAGLUTIDE,12,36,51.5,1545,34103.04,"",*,25,"",39.0,1170,26124.5,= 55.0
-1369880568,KIRK,JEREMY,LEBANON,IN,Internal Medicine,S,RISPERIDONE,RISPERIDONE,"",42,42.0,1227,607.61,"",*,42,"",42.0,1227,607.61,= 41.0
2056413982,MANALAC,MICHELLE,BAD AXE,MI,Internal Medicine,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,"",11,13.0,390,4735.81,"",*,11,"",13.0,390,4735.81,= 45.0
-1388979276,YARDLEY,TREVOR,JOHNSTOWN,PA,Orthopedic Surgery,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,"",11,11.0,83,104.53,"",*,"",*,"","","",= 55.0
-2066943215,KILIAN,KENNETH,FESTUS,MO,Family Practice,S,PRISTIQ,DESVENLAFAXINE SUCCINATE,"",16,18.0,485,4660.41,"",*,"",*,"","","",= 31.0
